form	lemma	POS	morph
པ་	པ་	PART
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
དུས་སྐབས་	དུས་སྐབས་	OTHER
ཤིག་	ཅིག་	PART
ལ་	ལ་	PART
ཆབ་	ཆབ་	NOUN
ཚན་	ཚན་	NOUN
ལ་	ལ་	PART
ཕེབས་	ཕེབས་	NO_POS
རྗེས་	རྗེས་	NOUN
སྐུ་གྲིབ་	སྐུ་གྲིབ་	NO_POS
ལ་	ལ་	PART
བརྟེན་པ་	བརྟེན་པ་	VERB
འི་	གི་	PART
གཉན་	གཉན་	OTHER
འབྲུམ་	འབྲུམ་	NO_POS
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
གཅིག་	གཅིག་	NUM
སྐུ་	སྐུ་	NOUN
ལ་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ལ་	ལ་	PART
བརྟེན་པ་	བརྟེན་པ་	VERB
འི་	གི་	PART
ཟླ་བ་	ཟླ་བ་	NOUN
ཕྱེད་	ཕྱེད་	NUM
གཉིས་	གཉིས་	NUM
ཙམ་	ཙམ་	DET
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཉེལ་	མཉེལ་	NO_POS
ཚུལ་	ཚུལ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
།		PUNCT
གཟིམ་ཆུང་	གཟིམ་ཆུང་	NO_POS
ན་	ལ་	PART
ཐུགས་དམ་	ཐུགས་དམ་	NOUN
གཏོར་མ་	གཏོར་མ་	NOUN
མཛད་	མཛད་	VERB
གྲུབ་	གྲུབ་	VERB
རྗེས་	རྗེས་	NOUN
།		PUNCT
སྐུ་ངལ་བ་	སྐུ་ངལ་བ་	NO_POS
ཞིག་	ཅིག་	PART
གི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སྐུ་	སྐུ་	NOUN
ཟུར་	ཟུར་	NOUN
གཡས་ཕྱོགས་	གཡས་ཕྱོགས་	NOUN
ཀྱི་	གི་	PART
ཀ་	ཀ་	DET
གདོང་	གདོང་	NOUN
གསོལ་	གསོལ་	VERB
ལྕོག་	ལྕོག་	VERB
བསྒྲིགས་པ་	བསྒྲིགས་པ་	VERB
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ན་	ལ་	PART
།		PUNCT
ཡི་དམ་	ཡི་དམ་	NOUN
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བདེ་མཆོག་	བདེ་མཆོག་	PROPN
གི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
བྱིས་པ་	བྱིས་པ་	NOUN
ལོ་	གོ་	PART
བདུན་པ་	བདུན་པ་	NUM
འི་	གི་	PART
ཚད་	ཚད་	NOUN
ཙམ་	ཙམ་	DET
ཡོད་པ་	ཡོད་པ་	VERB
།		PUNCT
མཚན་	མཚན་	NOUN
དང་	དང་	NO_POS
དཔེ་བྱད་	དཔེ་བྱད་	NOUN
ཀྱིས་	གིས་	PART
བརྒྱན་པ་	བརྒྱན་པ་	VERB
༑		PUNCT
ད་	ད་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཀྱི་	གི་	PART
ན་བཟའ་	ན་བཟའ་	NOUN
འཇའ་རིས་	འཇའ་རིས་	NOUN
སུ་	ལ་	PART
བཞེས་པ་	བཞེས་པ་	VERB
ཞིག་	ཅིག་	PART
འདུག་པ་	འདུག་པ་	VERB
།		PUNCT
གཟིགས་	གཟིགས་	VERB
མ་	མ་	PART
ཐག་	ཐག་	VERB
ཉམས་	ཉམས་	NOUN
ཀྱི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ཡིན་	ཡིན་	NO_POS
དགོངས་	དགོངས་	VERB
ན་	ནས་	PART
།		PUNCT
ཆགས་ཞེན་	ཆགས་ཞེན་	NO_POS
འཛིན་པ་	འཛིན་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
སྐུ་	སྐུ་	NOUN
དང་	དང་	NO_POS
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
སྣང་སྟོང་	སྣང་སྟོང་	NO_POS
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
ལ་	ལ་	PART
སྙོམས་པ་		
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
ངང་	ངང་	NOUN
ན་	ནས་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
སྐུ་	སྐུ་	NOUN
ཟུར་	ཟུར་	NOUN
གཡོན་	གཡོན་	NOUN
གྱི་	གི་	PART
ཀ་	ཀ་	DET
གདོང་	གདོང་	NOUN
ན་	ལ་	PART
།		PUNCT
བུ་མོ་	བུ་མོ་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཛེ་	མཛེ་	VERB
ཤིང་	ཅིང་	PART
ལང་ཚོ་	ལང་ཚོ་	OTHER
དར་ལ་	དར་ལ་	NO_POS
བབས་པ་	བབས་པ་	VERB
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ཞིག་	ཅིག་	PART
ཡི་དམ་	ཡི་དམ་	NOUN
དངོ་	དངོ་	NOUN
ཀྱི་	གི་	PART
ཆ་ལུགས་	ཆ་ལུགས་	NOUN
སུ་	ལ་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
གསུང་	གསུང་	VERB
གིས་	གིས་	PART
།		PUNCT
མོས་གུས་	མོས་གུས་	NOUN
གསོལ་	གསོལ་	VERB
བཏབ་	བཏབ་	VERB
མཛད་	མཛད་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
།		PUNCT
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
བཞེས་པ་	བཞེས་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
སྤྲོའམ་		NON_WORD
།		PUNCT
ཞེ་	ཅེས་	PART
གསུང་	གསུང་	VERB
བྱུང་	བྱུང་	VERB
དུས་	དུས་	NOUN
སྐུ་	སྐུ་	NOUN
ཤེད་	ཤེད་	NOUN
ཀྱི་	གི་	PART
མ་	མ་	PART
ལྕོགས་	ལྕོགས་	NO_POS
བཞིན་པ་	བཞིན་པ་	NOUN
འི་	གི་	PART
ངང་	ངང་	NOUN
ན་	ནས་	PART
ཕྱག་	ཕྱག་	NOUN
གི་	གི་	PART
ནེམ་ནེམ་	ནེམ་ནེམ་	NO_POS
མཛད་པ་	མཛད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སྣང་	སྣང་	VERB
ལ་	ལ་	PART
རྡོ་		
བཅའ་	བཅའ་	VERB
ཀྱི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
དུ་མ་	དུ་མ་	ADJ
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
འཇའ་ལུས་	འཇའ་ལུས་	OTHER
སུ་	ལ་	PART
འདུག་པ་	འདུག་པ་	VERB
ས་	གིས་	PART
།		PUNCT
མོས་གུས་	མོས་གུས་	NOUN
དང་	དང་	NO_POS
དག་སྣང་	དག་སྣང་	NOUN
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
འཁྲུངས་	འཁྲུངས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
ཀ་	ཀ་	DET
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བླངས་	བླངས་	VERB
ན་	ནས་	PART
།		PUNCT
དེ་	སྟེ་	PART
ཀ་	ཀ་	DET
འི་	གི་	PART
ངང་	ངང་	NOUN
ལ་	ལ་	PART
མཉམ་པ་	མཉམ་པ་	VERB
ར་	ལ་	PART
བཞག་པ་	བཞག་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སྙུང་གཞི་	སྙུང་གཞི་	NOUN
ནི་	ནི་	NO_POS
དེ་	སྟེ་	PART
ཀ་	ཀ་	DET
འི་	གི་	PART
མོད་	མོད་	VERB
ལ་	ལ་	PART
རང་	རང་	PRON
སངས་	སངས་	VERB
ལ་	ལ་	PART
སོང་	སོང་	VERB
འདུག་	འདུག་	VERB
ལུས་སེམས་	ལུས་སེམས་	NOUN
ལ་	ལ་	PART
སྔོན་ཆད་	སྔོན་ཆད་	ADV
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
བསྐྱེད་རིམ་	བསྐྱེད་རིམ་	NOUN
གྱི་	གི་	PART
གསལ་	གསལ་	VERB
ཉམས་	ཉམས་	NOUN
།		PUNCT
འཛིན་	འཛིན་	VERB
མེད་	མེད་	VERB
ཀྱི་	གི་	PART
སྟོང་	སྟོང་	NUM
ཉམས་	ཉམས་	NOUN
།		PUNCT
ཟག་མེད་	ཟག་མེད་	ADJ
ཀྱི་	གི་	PART
བདེ་	བདེ་	VERB
ཉམས་	ཉམས་	NOUN
།		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ཟུང་འཇུག་	ཟུང་འཇུག་	NOUN
གི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
སྔ་	སྔ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཐུགས་ལས་	ཐུགས་ལས་	NOUN
འཁྲུངས་	འཁྲུངས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཐེག་པ་	ཐེག་པ་	NOUN
འི་	གི་	PART
ཟབ་	ཟབ་	VERB
དོན་	དོན་	NOUN
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
དོན་	དོན་	NOUN
མཐར་ཐུག་པ་	མཐར་ཐུག་པ་	NOUN
དུས་	དུས་	NOUN
འདི་	འདི་	DET
ན་	ནས་	PART
མངོན་དུ་	མངོན་དུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ལུང་སྟོན་པ་	ལུང་སྟོན་པ་	NOUN
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
དངོ་	དངོ་	NOUN
རང་	རང་	PRON
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
ཐུགས་	ཐུགས་	NOUN
ཡིད་ཆེས་	ཡིད་ཆེས་	NOUN
ན་	ནས་	PART
།		PUNCT
ཞལ་	ཞལ་	NOUN
གཉིས་	གཉིས་	NUM
མ་	མ་	PART
འི་	གི་	PART
ཆོག་	ཆོག་	VERB
སྒྲིགས་	སྒྲིགས་	VERB
དེ་ཡང་	དེ་ཡང་	ADV
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
མ་	མ་	OTHER
བསྐུལ་	བསྐུལ་	VERB
ན་	ནས་	PART
དར་རྒྱས་	དར་རྒྱས་	NOUN
སུ་	ལ་	PART
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
འདི་	འདི་	DET
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
དཔལ་	དཔལ་	OTHER
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྡོམ་པ་	སྡོམ་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
ས་	གིས་	PART
ཞལ་	ཞལ་	NOUN
དང་	དང་	NO_POS
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
འདི་ཉིད་	འདི་ཉིད་	OTHER
ཀྱིས་	གིས་	PART
།		PUNCT
སྨིན་	སྨིན་	VERB
བྱེད་	བྱེད་	VERB
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
ཞུ་	ཞུ་	VERB
ན་	ནས་	PART
གྲོལ་	གྲོལ་	VERB
བྱེད་	བྱེད་	VERB
ལམ་	གམ་	PART
བཞི་	བཞི་	NUM
འི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐུགས་	ཐུགས་	NOUN
ལ་	ལ་	PART
འཁྲུངས་	འཁྲུངས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
སྐུ་བཞི་	སྐུ་བཞི་	OTHER
མངོན་དུ་	མངོན་དུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
མཛད་པ་	མཛད་པ་	VERB
མཐར་ཐུག་པ་	མཐར་ཐུག་པ་	NOUN
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
རྗེ་	རྗེ་	NO_POS
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ཐུགས་དམ་	ཐུགས་དམ་	NOUN
ཉམས་ལེན་	ཉམས་ལེན་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	PART
གནད་	གནད་	NOUN
དུ་	ལ་	PART
བསྣུན་པ་	བསྣུན་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རྩ་དབུ་མ་	རྩ་དབུ་མ་	NO_POS
འི་	གི་	PART
མདུད་པ་	མདུད་པ་	NOUN
རང་ས་	རང་ས་	OTHER
ར་	ལ་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
།		PUNCT
རླུང་	རླུང་	NOUN
སེམས་	སེམས་	NOUN
ཁམས་	ཁམས་	NOUN
དཀར་དམར་	དཀར་དམར་	OTHER
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་	མེད་	VERB
དུ་	ལ་	PART
འདྲེས་པ་	འདྲེས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཟག་མེད་	ཟག་མེད་	ADJ
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐུགས་	ཐུགས་	NOUN
ལ་	ལ་	PART
འཁྲུངས་པ་	འཁྲུངས་པ་	VERB
འི་	གི་	PART
ནུས་པ་	ནུས་པ་	VERB
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
འཆར་སྒོ་	འཆར་སྒོ་	OTHER
ལ་	ལ་	PART
།		PUNCT
དཔལ་	དཔལ་	OTHER
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
གྱི་	གི་	PART
ཞལ་	ཞལ་	NOUN
མངོན་སུམ་	མངོན་སུམ་	NOUN
དུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
སྐུ་བཞི་	སྐུ་བཞི་	OTHER
མངོན་དུ་	མངོན་དུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
དོན་	དོན་	NOUN
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
སྐྱབས་མགོན་	སྐྱབས་མགོན་	PROPN
ཀུན་དག་	ཀུན་དགའ་	PROPN
འི་	གི་	PART
མཚན་	མཚན་	NOUN
ཅན་	ཅན་	PART
དེ་	སྟེ་	PART
། །		PUNCT
ཟབ་	ཟབ་	VERB
དོན་	དོན་	NOUN
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
དོན་	དོན་	NOUN
ལ་	ལ་	PART
ལེགས་	ལེགས་	VERB
སྦྱངས་པ་	སྦྱངས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
མདུད་	མདུད་	NO_POS
བྲལ་	བྲལ་	VERB
དབུ་མ་	དབུ་མ་	PROPN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
དེ་	དེ་	DET
ར་	ལ་	PART
། །		PUNCT
རླུང་	རླུང་	NOUN
སེམས་	སེམས་	NOUN
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་	མེད་	VERB
འདྲེས་པ་	འདྲེས་པ་	VERB
འི་	གི་	PART
མཐུ་	མཐུ་	NOUN
ས་	གིས་	PART
། །		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
འགག་	འགག་	VERB
མེད་	མེད་	VERB
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
རོལ་པ་	རོལ་པ་	VERB
འི་	གི་	PART
ག་	ག་	NOUN
། །		PUNCT
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
ལ་	ལ་	PART
། །		PUNCT
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
དབང་	དབང་	NOUN
ནོས་	ནོས་	VERB
ལམ་	གམ་	PART
བཞི་	བཞི་	NUM
འི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
སྐྱེ་	སྐྱེ་	VERB
། །		PUNCT
སྐུ་བཞི་	སྐུ་བཞི་	OTHER
ཚེ་	ཚེ་	NOUN
གཅིག་	གཅིག་	NUM
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ཁྱོད་	ཁྱོད་	PRON
ཉིད་	ཉིད་	DET
ཙམ་	ཙམ་	DET
། །		PUNCT
སྙིགས་དུས་	སྙིགས་དུས་	OTHER
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
གཉིས་པ་	གཉིས་པ་	NUM
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
། །		PUNCT
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
སྤྲུལ་སྐུ་	སྤྲུལ་སྐུ་	NOUN
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྱི་	གི་	PART
། །		PUNCT
ཞབས་པད་	ཞབས་པད་	NOUN
བརྟན་	བརྟན་	VERB
ཅིང་	ཅིང་	PART
མོས་པ་	མོས་པ་	VERB
ས་	གིས་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
རྣམས་	རྣམས་	DET
། །		PUNCT
ཡོངས་འཛིན་	ཡོངས་འཛིན་	OTHER
འདི་འདྲ་	འདི་འདྲ་	NO_POS
ས་	གིས་	PART
རྗེས་བཟུང་	རྗེས་བཟུང་	NO_POS
བློ་	བློ་	NOUN
རེ་	རེ་	DET
བདེ་	བདེ་	VERB
། །		PUNCT
གདུང་ཤུགས་	གདུང་ཤུགས་	NOUN
དྲག་པོ་	དྲག་པོ་	ADJ
ས་	གིས་	PART
སྙིང་	སྙིང་	NOUN
ན་	ནས་	PART
གསོལ་བ་	གསོལ་བ་	VERB
ཐོབ་	ཐོབ་	VERB
། །		PUNCT
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
མེད་	མེད་	VERB
། །		PUNCT
ཅེས་པ་	ཅེས་པ་	PART
ནི་	ནི་	NO_POS
རྗེ་	རྗེ་	NO_POS
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
ལ་	ལ་	PART
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
སྐུ་བཞི་	སྐུ་བཞི་	OTHER
མངོན་དུ་	མངོན་དུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
ལ་	ལ་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཡི་	གི་	PART
རང་བ་	རང་བ་	VERB
འི་	གི་	PART
ཚིགས་	ཚིགས་	NOUN
སུ་	ལ་	PART
བཅད་པ་	བཅད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཏི་	ཏི་	NO_POS
སྒྲོ་	སྒྲོ་	NOUN
ར་	ལ་	PART
སྐུ་མཚམས་	སྐུ་མཚམས་	NOUN
གྲོལ་	གྲོལ་	VERB
ན་	ནས་	PART
།		PUNCT
དགུང་ལོ་	དགུང་ལོ་	NOUN
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
རྩ་	རྩ་	NUM
འདྲེན་	འདྲེན་	NO_POS
གྱི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	PART
།		PUNCT
ཞིང་ཁམས་	ཞིང་ཁམས་	NOUN
གཞན་	གཞན་	DET
གྱི་	གི་	PART
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
ལ་	ལ་	PART
དགོངས་པ་	དགོངས་པ་	VERB
གཏད་པ་	གཏད་པ་	VERB
འི་	གི་	PART
གསུང་སྒྲོས་	གསུང་སྒྲོས་	NOUN
ངེས་པ་	ངེས་པ་	VERB
ཅན་	ཅན་	PART
ཕེབས་	ཕེབས་	NO_POS
ཚུལ་	ཚུལ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
ཀྱི་	གི་	PART
དད་འདུས་	དད་འདུས་	NO_POS
མངའ་རིས་	མངའ་རིས་	PROPN
དང་	དང་	NO_POS
།		PUNCT
དབུ་	དབུ་	NOUN
གཙང་	གཙང་	PROPN
དང་	དང་	NO_POS
།		PUNCT
དྭགས་	དྭགས་	NO_POS
ཀོང་	ཀོང་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
མདོ་ཁམས་	མདོ་ཁམས་	OTHER
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ན་	ནས་	PART
༑		PUNCT
བླ་མ་	བླ་མ་	NOUN
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
།		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཕོ་མོ་	ཕོ་མོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དད་འདུས་	དད་འདུས་	NO_POS
ཀྱི་	གི་	PART
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འཚོགས་པ་	འཚོགས་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
།		PUNCT
གང་	གང་	NO_POS
ལ་	ལ་	PART
གང་	གང་	NO_POS
འདུལ་	འདུལ་	NO_POS
གྱི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
དྲང་	དྲང་	VERB
ངེས་	ངེས་	VERB
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
དབྱར་	དབྱར་	ADV
ཆོ་	ཆོ་	NOUN
